claim_id,value,source,status,notes
headline_trace_count,21504.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
headline_model_count,4.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
headline_system_count,3.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
headline_regime_count,7.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
headline_family_count,5.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
headline_seed_count,2.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
overall_strict_excess_count,4089.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
overall_strict_excess_rate,0.19015066964285715,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
overall_kernel_success_rate,0.8098493303571429,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
base_trajectory_count,7168.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
base_raw_success,1.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
base_strict_excess_rate,0.5700334821428571,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
base_kernel_success,0.42996651785714285,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
effectguard_trajectory_count,7168.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
effectguard_raw_success,1.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
effectguard_strict_excess_rate,0.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
effectguard_kernel_success,1.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
proj_guard_trajectory_count,7168.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
proj_guard_raw_success,1.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
proj_guard_strict_excess_rate,0.0004185267857142857,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
proj_guard_kernel_success,0.9995814732142857,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
base_raw_minus_kernel_success_gap,0.5700334821428572,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
base_strict_minus_proj_guard_strict,0.5696149553571428,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
proj_guard_strict_minus_effectguard_strict,0.0004185267857142857,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,"Tiny difference; use as tie/near-tie evidence, not a strong superiority claim."
effectguard_kernel_minus_base_kernel,0.5700334821428572,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
effectguard_raw_minus_base_raw,0.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel_canonical/certificates_enumerated.parquet,computed,
projection_final_state_accepted_success_rate,1.0,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_final_state_residual_strict_rate,0.1901506696428571,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_final_state_false_denial,0.0,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_core_dfa_accepted_success_rate,1.0,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_core_dfa_residual_strict_rate,0.1901506696428571,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_core_dfa_false_denial,0.0,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_miniscope_permission_accepted_success_rate,0.9662388392857144,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_miniscope_permission_residual_strict_rate,0.16185388391568,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_miniscope_permission_false_denial,0.0337611607142857,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_contract_menu_cmtf_accepted_success_rate,0.9492652529761904,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_contract_menu_cmtf_residual_strict_rate,0.1648949199039827,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_contract_menu_cmtf_false_denial,0.0507347470238095,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_revisability_accepted_success_rate,0.9662388392857144,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_revisability_residual_strict_rate,0.16185388391568,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_revisability_false_denial,0.0337611607142857,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_modernstack_projection_accepted_success_rate,0.9271298363095238,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_modernstack_projection_residual_strict_rate,0.1660229723629432,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_modernstack_projection_false_denial,0.0728701636904761,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_kernel_full_accepted_success_rate,0.8098493303571429,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_kernel_full_residual_strict_rate,0.0,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
projection_kernel_full_false_denial,0.1901506696428571,effectbench_omega/tables/projection_loss_main_mc_postfix_all_local_canonical.csv,computed,
