claim_id,value,source,status,notes
headline_trace_count,21504.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
headline_model_count,4.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
headline_system_count,3.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
headline_regime_count,7.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
headline_family_count,5.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
headline_seed_count,2.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
overall_strict_excess_count,5149.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
overall_strict_excess_rate,0.23944382440476192,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
overall_kernel_success_rate,0.7605561755952381,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
base_trajectory_count,7168.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
base_raw_success,1.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
base_strict_excess_rate,0.5700334821428571,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
base_kernel_success,0.42996651785714285,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
effectguard_trajectory_count,7168.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
effectguard_raw_success,1.0,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
effectguard_strict_excess_rate,0.07393973214285714,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
effectguard_kernel_success,0.9260602678571429,effectbench_omega/outputs/main_mc_postfix_all_local/kernel/certificates.parquet,computed,
