trace_id,bundle,verdict
f0451b296f23c480,effectbench_omega/witness_bundles/main_mc_postfix_all_local/f0451b296f23c480.json,strict_excess
642421af5ae65202,effectbench_omega/witness_bundles/main_mc_postfix_all_local/642421af5ae65202.json,strict_excess
b87c791a8d6f79a3,effectbench_omega/witness_bundles/main_mc_postfix_all_local/b87c791a8d6f79a3.json,strict_excess
602029792b8395a0,effectbench_omega/witness_bundles/main_mc_postfix_all_local/602029792b8395a0.json,strict_excess
96f561e68f5958e9,effectbench_omega/witness_bundles/main_mc_postfix_all_local/96f561e68f5958e9.json,strict_excess
11eaab05838fd68e,effectbench_omega/witness_bundles/main_mc_postfix_all_local/11eaab05838fd68e.json,strict_excess
e41493b7cafa710a,effectbench_omega/witness_bundles/main_mc_postfix_all_local/e41493b7cafa710a.json,strict_excess
160e3a519043bf0c,effectbench_omega/witness_bundles/main_mc_postfix_all_local/160e3a519043bf0c.json,strict_excess
e63608843964b55b,effectbench_omega/witness_bundles/main_mc_postfix_all_local/e63608843964b55b.json,strict_excess
0f481e6dc94d9e38,effectbench_omega/witness_bundles/main_mc_postfix_all_local/0f481e6dc94d9e38.json,strict_excess
85ae7416718ac8d8,effectbench_omega/witness_bundles/main_mc_postfix_all_local/85ae7416718ac8d8.json,strict_excess
7d2c12d1299d5bb1,effectbench_omega/witness_bundles/main_mc_postfix_all_local/7d2c12d1299d5bb1.json,strict_excess
8fa56b933cd562d2,effectbench_omega/witness_bundles/main_mc_postfix_all_local/8fa56b933cd562d2.json,strict_excess
fd9388727101eeb0,effectbench_omega/witness_bundles/main_mc_postfix_all_local/fd9388727101eeb0.json,strict_excess
936c4ede68afcd8f,effectbench_omega/witness_bundles/main_mc_postfix_all_local/936c4ede68afcd8f.json,strict_excess
d3ab193f5bd124d5,effectbench_omega/witness_bundles/main_mc_postfix_all_local/d3ab193f5bd124d5.json,strict_excess
d28197e28096ad79,effectbench_omega/witness_bundles/main_mc_postfix_all_local/d28197e28096ad79.json,strict_excess
ffed6038f7b15a02,effectbench_omega/witness_bundles/main_mc_postfix_all_local/ffed6038f7b15a02.json,strict_excess
82d288dcdfdd1e2c,effectbench_omega/witness_bundles/main_mc_postfix_all_local/82d288dcdfdd1e2c.json,strict_excess
93d02cfe0f5eddac,effectbench_omega/witness_bundles/main_mc_postfix_all_local/93d02cfe0f5eddac.json,strict_excess
7ec66c7da298dc76,effectbench_omega/witness_bundles/main_mc_postfix_all_local/7ec66c7da298dc76.json,strict_excess
ad747994b6531b40,effectbench_omega/witness_bundles/main_mc_postfix_all_local/ad747994b6531b40.json,strict_excess
2c1f21c7f9b99bed,effectbench_omega/witness_bundles/main_mc_postfix_all_local/2c1f21c7f9b99bed.json,strict_excess
e104a7385f95fcaa,effectbench_omega/witness_bundles/main_mc_postfix_all_local/e104a7385f95fcaa.json,strict_excess
3570ffbafa20a437,effectbench_omega/witness_bundles/main_mc_postfix_all_local/3570ffbafa20a437.json,strict_excess
09f3dedb56676456,effectbench_omega/witness_bundles/main_mc_postfix_all_local/09f3dedb56676456.json,strict_excess
be1fe213809b2613,effectbench_omega/witness_bundles/main_mc_postfix_all_local/be1fe213809b2613.json,strict_excess
abccba257a3eac1c,effectbench_omega/witness_bundles/main_mc_postfix_all_local/abccba257a3eac1c.json,strict_excess
ff225ec833866626,effectbench_omega/witness_bundles/main_mc_postfix_all_local/ff225ec833866626.json,strict_excess
ed93bc743252cea6,effectbench_omega/witness_bundles/main_mc_postfix_all_local/ed93bc743252cea6.json,strict_excess
1f2661c5ccc9038a,effectbench_omega/witness_bundles/main_mc_postfix_all_local/1f2661c5ccc9038a.json,strict_excess
e123a0404b1fc563,effectbench_omega/witness_bundles/main_mc_postfix_all_local/e123a0404b1fc563.json,strict_excess
20bc4b7d0501e519,effectbench_omega/witness_bundles/main_mc_postfix_all_local/20bc4b7d0501e519.json,strict_excess
7e850955cb3045bb,effectbench_omega/witness_bundles/main_mc_postfix_all_local/7e850955cb3045bb.json,strict_excess
16e53e6d9e75794f,effectbench_omega/witness_bundles/main_mc_postfix_all_local/16e53e6d9e75794f.json,strict_excess
9b6935db714f3bca,effectbench_omega/witness_bundles/main_mc_postfix_all_local/9b6935db714f3bca.json,strict_excess
9af746c3b935fb0e,effectbench_omega/witness_bundles/main_mc_postfix_all_local/9af746c3b935fb0e.json,strict_excess
18987bc477650736,effectbench_omega/witness_bundles/main_mc_postfix_all_local/18987bc477650736.json,strict_excess
7da426604a2b09f7,effectbench_omega/witness_bundles/main_mc_postfix_all_local/7da426604a2b09f7.json,strict_excess
ef1834510cf23138,effectbench_omega/witness_bundles/main_mc_postfix_all_local/ef1834510cf23138.json,strict_excess
c9d9099c0572aaec,effectbench_omega/witness_bundles/main_mc_postfix_all_local/c9d9099c0572aaec.json,strict_excess
4a816e992d924e2a,effectbench_omega/witness_bundles/main_mc_postfix_all_local/4a816e992d924e2a.json,strict_excess
cb40a54162bf0637,effectbench_omega/witness_bundles/main_mc_postfix_all_local/cb40a54162bf0637.json,strict_excess
0bbe89239cec368f,effectbench_omega/witness_bundles/main_mc_postfix_all_local/0bbe89239cec368f.json,strict_excess
dbdc3ca84b531e4e,effectbench_omega/witness_bundles/main_mc_postfix_all_local/dbdc3ca84b531e4e.json,strict_excess
e3dad528a5f77e51,effectbench_omega/witness_bundles/main_mc_postfix_all_local/e3dad528a5f77e51.json,strict_excess
077ae28d4ea8d3a1,effectbench_omega/witness_bundles/main_mc_postfix_all_local/077ae28d4ea8d3a1.json,strict_excess
1e412b58f7a4cb3c,effectbench_omega/witness_bundles/main_mc_postfix_all_local/1e412b58f7a4cb3c.json,strict_excess
ea14204ddb39ec39,effectbench_omega/witness_bundles/main_mc_postfix_all_local/ea14204ddb39ec39.json,strict_excess
f61c8212843f6aaa,effectbench_omega/witness_bundles/main_mc_postfix_all_local/f61c8212843f6aaa.json,strict_excess
3f68121a77346df1,effectbench_omega/witness_bundles/main_mc_postfix_all_local/3f68121a77346df1.json,strict_excess
c0f13b7ab4b8ffa7,effectbench_omega/witness_bundles/main_mc_postfix_all_local/c0f13b7ab4b8ffa7.json,strict_excess
c22edcbe3d515262,effectbench_omega/witness_bundles/main_mc_postfix_all_local/c22edcbe3d515262.json,strict_excess
d57be5232b292a4b,effectbench_omega/witness_bundles/main_mc_postfix_all_local/d57be5232b292a4b.json,strict_excess
591fa3d5bdc0992c,effectbench_omega/witness_bundles/main_mc_postfix_all_local/591fa3d5bdc0992c.json,strict_excess
81e9d4665b4d4f19,effectbench_omega/witness_bundles/main_mc_postfix_all_local/81e9d4665b4d4f19.json,strict_excess
bf956e44aefc1fd0,effectbench_omega/witness_bundles/main_mc_postfix_all_local/bf956e44aefc1fd0.json,strict_excess
c61fbb374a7fcb73,effectbench_omega/witness_bundles/main_mc_postfix_all_local/c61fbb374a7fcb73.json,strict_excess
abb59ccfac0eedcb,effectbench_omega/witness_bundles/main_mc_postfix_all_local/abb59ccfac0eedcb.json,strict_excess
74a131d06f4e3361,effectbench_omega/witness_bundles/main_mc_postfix_all_local/74a131d06f4e3361.json,strict_excess
8d567d805ad95a55,effectbench_omega/witness_bundles/main_mc_postfix_all_local/8d567d805ad95a55.json,strict_excess
07ee731c4c7e22d6,effectbench_omega/witness_bundles/main_mc_postfix_all_local/07ee731c4c7e22d6.json,strict_excess
e9ccbe39502002f2,effectbench_omega/witness_bundles/main_mc_postfix_all_local/e9ccbe39502002f2.json,strict_excess
047896bb5cdd343a,effectbench_omega/witness_bundles/main_mc_postfix_all_local/047896bb5cdd343a.json,strict_excess
2ec3bf45484460d7,effectbench_omega/witness_bundles/main_mc_postfix_all_local/2ec3bf45484460d7.json,strict_excess
15abd8ddd9bb0245,effectbench_omega/witness_bundles/main_mc_postfix_all_local/15abd8ddd9bb0245.json,strict_excess
08ff60f553f2f11a,effectbench_omega/witness_bundles/main_mc_postfix_all_local/08ff60f553f2f11a.json,strict_excess
7209a72485b3d54f,effectbench_omega/witness_bundles/main_mc_postfix_all_local/7209a72485b3d54f.json,strict_excess
ec06c74b2d5d71ab,effectbench_omega/witness_bundles/main_mc_postfix_all_local/ec06c74b2d5d71ab.json,strict_excess
70c78e0d87ad2d32,effectbench_omega/witness_bundles/main_mc_postfix_all_local/70c78e0d87ad2d32.json,strict_excess
fa66fb25c850e204,effectbench_omega/witness_bundles/main_mc_postfix_all_local/fa66fb25c850e204.json,strict_excess
a675009e46257b36,effectbench_omega/witness_bundles/main_mc_postfix_all_local/a675009e46257b36.json,strict_excess
d6f167e09dea316a,effectbench_omega/witness_bundles/main_mc_postfix_all_local/d6f167e09dea316a.json,strict_excess
434524f3167c73d2,effectbench_omega/witness_bundles/main_mc_postfix_all_local/434524f3167c73d2.json,strict_excess
6cd646d06cf5fd29,effectbench_omega/witness_bundles/main_mc_postfix_all_local/6cd646d06cf5fd29.json,strict_excess
314b7d29ac4084de,effectbench_omega/witness_bundles/main_mc_postfix_all_local/314b7d29ac4084de.json,strict_excess
a8ec03154347a08f,effectbench_omega/witness_bundles/main_mc_postfix_all_local/a8ec03154347a08f.json,strict_excess
08f6bcdc8234ac20,effectbench_omega/witness_bundles/main_mc_postfix_all_local/08f6bcdc8234ac20.json,strict_excess
30204363732b1fd4,effectbench_omega/witness_bundles/main_mc_postfix_all_local/30204363732b1fd4.json,strict_excess
a13aed2b6b23dc19,effectbench_omega/witness_bundles/main_mc_postfix_all_local/a13aed2b6b23dc19.json,strict_excess
aa045f484b6c1ec0,effectbench_omega/witness_bundles/main_mc_postfix_all_local/aa045f484b6c1ec0.json,strict_excess
189a7f7e9c07879a,effectbench_omega/witness_bundles/main_mc_postfix_all_local/189a7f7e9c07879a.json,strict_excess
1239bf5e6d937171,effectbench_omega/witness_bundles/main_mc_postfix_all_local/1239bf5e6d937171.json,strict_excess
6ffec5a256d3e104,effectbench_omega/witness_bundles/main_mc_postfix_all_local/6ffec5a256d3e104.json,strict_excess
2c66b9892a6f74cc,effectbench_omega/witness_bundles/main_mc_postfix_all_local/2c66b9892a6f74cc.json,strict_excess
9520aba417ad1e5c,effectbench_omega/witness_bundles/main_mc_postfix_all_local/9520aba417ad1e5c.json,strict_excess
ff6768cee202d2ec,effectbench_omega/witness_bundles/main_mc_postfix_all_local/ff6768cee202d2ec.json,strict_excess
c2da6b1963c253d7,effectbench_omega/witness_bundles/main_mc_postfix_all_local/c2da6b1963c253d7.json,strict_excess
da1fa7f77ecf5afe,effectbench_omega/witness_bundles/main_mc_postfix_all_local/da1fa7f77ecf5afe.json,strict_excess
2ab3301db58152b3,effectbench_omega/witness_bundles/main_mc_postfix_all_local/2ab3301db58152b3.json,strict_excess
c2df442a2a5845f3,effectbench_omega/witness_bundles/main_mc_postfix_all_local/c2df442a2a5845f3.json,strict_excess
45f550b632c0c2fc,effectbench_omega/witness_bundles/main_mc_postfix_all_local/45f550b632c0c2fc.json,strict_excess
dd8c74a341122311,effectbench_omega/witness_bundles/main_mc_postfix_all_local/dd8c74a341122311.json,strict_excess
14dbd421187a1064,effectbench_omega/witness_bundles/main_mc_postfix_all_local/14dbd421187a1064.json,strict_excess
7796dfe56fa82ec9,effectbench_omega/witness_bundles/main_mc_postfix_all_local/7796dfe56fa82ec9.json,strict_excess
657737c3a3b75cf0,effectbench_omega/witness_bundles/main_mc_postfix_all_local/657737c3a3b75cf0.json,strict_excess
7a5066e32c612b07,effectbench_omega/witness_bundles/main_mc_postfix_all_local/7a5066e32c612b07.json,strict_excess
baf62590e433a005,effectbench_omega/witness_bundles/main_mc_postfix_all_local/baf62590e433a005.json,strict_excess
d43e1f5b8237c8e0,effectbench_omega/witness_bundles/main_mc_postfix_all_local/d43e1f5b8237c8e0.json,strict_excess
2b308555806177f8,effectbench_omega/witness_bundles/main_mc_postfix_all_local/2b308555806177f8.json,strict_excess
97c32962a71516d5,effectbench_omega/witness_bundles/main_mc_postfix_all_local/97c32962a71516d5.json,minimal
c3ee92dd5fc9629e,effectbench_omega/witness_bundles/main_mc_postfix_all_local/c3ee92dd5fc9629e.json,minimal
7991977d0679d67a,effectbench_omega/witness_bundles/main_mc_postfix_all_local/7991977d0679d67a.json,minimal
516da3143ac0e858,effectbench_omega/witness_bundles/main_mc_postfix_all_local/516da3143ac0e858.json,minimal
165bd4020f5b0139,effectbench_omega/witness_bundles/main_mc_postfix_all_local/165bd4020f5b0139.json,minimal
c6a3147d1e873980,effectbench_omega/witness_bundles/main_mc_postfix_all_local/c6a3147d1e873980.json,minimal
02423e89f8841436,effectbench_omega/witness_bundles/main_mc_postfix_all_local/02423e89f8841436.json,minimal
b73f57f1c74c037d,effectbench_omega/witness_bundles/main_mc_postfix_all_local/b73f57f1c74c037d.json,minimal
3c490eda36275268,effectbench_omega/witness_bundles/main_mc_postfix_all_local/3c490eda36275268.json,minimal
69e753e6d0733078,effectbench_omega/witness_bundles/main_mc_postfix_all_local/69e753e6d0733078.json,minimal
